"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HINDUNILVR","EQ","04-Oct-2019","       1962.05","       1966.00","       1977.30","       1939.10","       1942.70","       1944.20","       1952.89","    1723988","          3366751548.35","      96119","    1171733","         67.97"
"HINDUNILVR","EQ","07-Oct-2019","       1944.20","       1943.95","       1962.95","       1927.65","       1940.00","       1940.05","       1945.29","     880275","          1712387651.20","      64593","     514570","         58.46"
"HINDUNILVR","EQ","09-Oct-2019","       1940.05","       1950.00","       1962.70","       1941.25","       1947.00","       1948.00","       1950.69","    1066739","          2080880436.10","      52180","     587689","         55.09"
"HINDUNILVR","EQ","10-Oct-2019","       1948.00","       1948.00","       1982.50","       1935.60","       1980.00","       1968.75","       1967.21","    1492290","          2935651690.65","      64879","     704970","         47.24"
"HINDUNILVR","EQ","11-Oct-2019","       1968.75","       1985.85","       2016.90","       1975.50","       2007.00","       2004.65","       1997.82","    1934337","          3864458245.45","      64490","    1032660","         53.39"
"HINDUNILVR","EQ","14-Oct-2019","       2004.65","       2022.40","       2031.45","       2006.25","       2009.00","       2014.25","       2016.67","    2135148","          4305891877.10","      81031","     999774","         46.82"
"HINDUNILVR","EQ","15-Oct-2019","       2014.25","       2050.00","       2077.30","       2025.80","       2060.05","       2064.40","       2051.69","    5761733","         11821269220.60","     197466","    2648122","         45.96"
"HINDUNILVR","EQ","16-Oct-2019","       2064.40","       2065.30","       2080.00","       2052.60","       2078.95","       2071.00","       2068.81","    1661705","          3437752743.20","     102952","     964878","         58.07"
"HINDUNILVR","EQ","17-Oct-2019","       2071.00","       2067.50","       2108.00","       2061.95","       2106.50","       2103.85","       2091.57","    2001245","          4185743149.45","      78047","    1160652","         58.00"
"HINDUNILVR","EQ","18-Oct-2019","       2103.85","       2100.00","       2116.00","       2090.70","       2108.00","       2106.85","       2107.77","    2202270","          4641876858.45","      77935","    1454996","         66.07"
"HINDUNILVR","EQ","22-Oct-2019","       2106.85","       2120.00","       2149.00","       2112.00","       2131.70","       2127.35","       2132.45","    1737401","          3704926871.75","     101380","    1321300","         76.05"
"HINDUNILVR","EQ","23-Oct-2019","       2127.35","       2119.45","       2137.45","       2098.00","       2136.30","       2133.25","       2114.55","    1535786","          3247496569.65","      87953","     939348","         61.16"
"HINDUNILVR","EQ","24-Oct-2019","       2133.25","       2141.00","       2150.00","       2118.05","       2140.00","       2133.35","       2131.04","     973453","          2074465586.65","      77257","     552236","         56.73"
"HINDUNILVR","EQ","25-Oct-2019","       2133.35","       2147.55","       2156.50","       2129.30","       2141.00","       2145.10","       2143.62","    1612038","          3455597300.20","     100871","    1152788","         71.51"
"HINDUNILVR","EQ","27-Oct-2019","       2145.10","       2148.00","       2148.00","       2134.50","       2141.50","       2139.75","       2140.03","      85187","           182303137.45","       5513","      44202","         51.89"
"HINDUNILVR","EQ","29-Oct-2019","       2139.75","       2135.00","       2163.95","       2111.40","       2163.00","       2160.20","       2139.37","    1229516","          2630386179.25","      77357","     685343","         55.74"
"HINDUNILVR","EQ","30-Oct-2019","       2160.20","       2180.00","       2180.00","       2142.00","       2172.35","       2169.40","       2158.99","    1195298","          2580630745.80","      72528","     708629","         59.28"
"HINDUNILVR","EQ","31-Oct-2019","       2169.40","       2165.00","       2187.25","       2159.30","       2180.50","       2175.35","       2170.86","    1752830","          3805147461.90","      69028","    1222871","         69.77"
"HINDUNILVR","EQ","01-Nov-2019","       2175.35","       2165.10","       2184.30","       2146.40","       2178.00","       2179.35","       2165.90","    1609685","          3486413221.15","      79428","     965135","         59.96"
"HINDUNILVR","EQ","04-Nov-2019","       2179.35","       2179.35","       2186.85","       2149.80","       2154.45","       2158.15","       2164.10","    1523698","          3297429335.65","      84041","    1090967","         71.60"
"HINDUNILVR","EQ","05-Nov-2019","       2158.15","       2153.50","       2175.75","       2143.15","       2171.00","       2172.15","       2160.70","    2167085","          4682424035.80","      85182","    1580141","         72.92"
"HINDUNILVR","EQ","06-Nov-2019","       2172.15","       2166.00","       2184.00","       2155.00","       2184.00","       2179.45","       2172.91","    1093243","          2375516593.85","      48572","     734192","         67.16"
"HINDUNILVR","EQ","07-Nov-2019","       2179.45","       2190.00","       2190.00","       2128.00","       2140.95","       2138.25","       2146.51","    1970785","          4230301209.60","      86447","    1363373","         69.18"
"HINDUNILVR","EQ","08-Nov-2019","       2138.25","       2135.00","       2145.15","       2083.00","       2085.00","       2086.40","       2098.32","    1537851","          3226907744.40","      85573","     915681","         59.54"
"HINDUNILVR","EQ","11-Nov-2019","       2086.40","       2081.30","       2100.05","       2068.05","       2080.00","       2081.35","       2079.54","    1050170","          2183865344.65","      65129","     634180","         60.39"
"HINDUNILVR","EQ","13-Nov-2019","       2081.35","       2084.00","       2094.90","       2072.45","       2091.10","       2091.00","       2087.22","     868433","          1812612799.40","      56467","     541507","         62.35"
"HINDUNILVR","EQ","14-Nov-2019","       2091.00","       2090.60","       2090.60","       2061.45","       2069.00","       2069.05","       2069.92","    1291198","          2672673509.00","      68179","     961430","         74.46"
"HINDUNILVR","EQ","15-Nov-2019","       2069.05","       2062.25","       2099.00","       2050.55","       2057.45","       2057.70","       2072.11","     958290","          1985681282.05","      55498","     532558","         55.57"
"HINDUNILVR","EQ","18-Nov-2019","       2057.70","       2059.80","       2075.35","       2038.00","       2059.30","       2056.20","       2050.82","    1200573","          2462163928.50","      59248","     816669","         68.02"
"HINDUNILVR","EQ","19-Nov-2019","       2056.20","       2060.05","       2060.05","       2030.00","       2039.00","       2037.75","       2038.18","    1413218","          2880397024.75","      71762","    1028850","         72.80"
"HINDUNILVR","EQ","20-Nov-2019","       2037.75","       2044.00","       2052.85","       2017.05","       2026.00","       2026.50","       2031.20","     989673","          2010219912.50","      56055","     560791","         56.66"
"HINDUNILVR","EQ","21-Nov-2019","       2026.50","       2027.00","       2059.95","       2017.00","       2047.00","       2048.65","       2038.85","    1397175","          2848632892.45","      76846","     838909","         60.04"
"HINDUNILVR","EQ","22-Nov-2019","       2048.65","       2050.00","       2053.20","       2008.00","       2030.80","       2028.35","       2025.73","     835864","          1693237619.60","      49392","     446811","         53.45"
"HINDUNILVR","EQ","25-Nov-2019","       2028.35","       2022.10","       2066.95","       2022.10","       2057.90","       2062.40","       2051.88","     862520","          1769791219.20","      46905","     440151","         51.03"
"HINDUNILVR","EQ","26-Nov-2019","       2062.40","       2059.00","       2080.75","       2032.30","       2063.45","       2058.35","       2054.71","    3188224","          6550883031.90","      97311","    2594752","         81.39"
"HINDUNILVR","EQ","27-Nov-2019","       2058.35","       2062.55","       2099.90","       2055.85","       2090.00","       2093.25","       2081.50","    1259986","          2622658210.40","      92930","     824313","         65.42"
"HINDUNILVR","EQ","28-Nov-2019","       2093.25","       2097.95","       2098.35","       2067.00","       2081.80","       2087.15","       2082.52","    1026831","          2138392186.50","      55734","     560633","         54.60"
"HINDUNILVR","EQ","29-Nov-2019","       2087.15","       2084.00","       2084.50","       2031.00","       2034.00","       2035.30","       2047.18","    1298616","          2658497358.55","     106420","     810640","         62.42"
"HINDUNILVR","EQ","02-Dec-2019","       2035.30","       2038.00","       2062.00","       2029.25","       2046.90","       2043.20","       2043.88","    1600494","          3271224048.35","      98849","     972383","         60.76"
"HINDUNILVR","EQ","03-Dec-2019","       2043.20","       2041.00","       2053.10","       2020.15","       2026.00","       2028.45","       2030.37","    1199012","          2434432864.80","      58240","     783823","         65.37"
"HINDUNILVR","EQ","04-Dec-2019","       2028.45","       2027.00","       2052.00","       2022.00","       2043.45","       2048.00","       2040.18","    1046309","          2134662423.30","      70684","     689813","         65.93"
"HINDUNILVR","EQ","05-Dec-2019","       2048.00","       2047.80","       2047.80","       2027.30","       2037.20","       2037.45","       2036.49","     961085","          1957237214.05","      54816","     592860","         61.69"
"HINDUNILVR","EQ","06-Dec-2019","       2037.45","       2044.00","       2049.00","       2022.00","       2027.80","       2026.05","       2032.45","     657658","          1336660246.50","      47963","     357532","         54.36"
"HINDUNILVR","EQ","09-Dec-2019","       2026.05","       2030.00","       2032.05","       1991.20","       2010.30","       2008.15","       2003.64","     964222","          1931951441.70","      57641","     446280","         46.28"
"HINDUNILVR","EQ","10-Dec-2019","       2008.15","       2014.90","       2041.60","       2011.00","       2030.20","       2025.35","       2029.37","    1610623","          3268544856.10","      89588","    1026252","         63.72"
"HINDUNILVR","EQ","11-Dec-2019","       2025.35","       2027.90","       2030.00","       1998.00","       2007.55","       2010.45","       2009.25","     967708","          1944367323.60","      64771","     534716","         55.26"
"HINDUNILVR","EQ","12-Dec-2019","       2010.45","       2010.00","       2034.50","       2002.00","       2007.00","       2007.35","       2012.05","     955318","          1922150524.25","     105968","     595260","         62.31"
"HINDUNILVR","EQ","13-Dec-2019","       2007.35","       2018.45","       2024.00","       2000.00","       2005.90","       2006.20","       2011.72","    1212988","          2440188472.25","      56831","     747763","         61.65"
"HINDUNILVR","EQ","16-Dec-2019","       2006.20","       2000.00","       2011.00","       1968.15","       1974.40","       1974.75","       1979.21","    1683941","          3332866751.90","      85866","     948353","         56.32"
"HINDUNILVR","EQ","17-Dec-2019","       1974.75","       1979.00","       1994.95","       1950.00","       1967.00","       1961.35","       1968.29","    2189167","          4308924255.00","     117668","    1216357","         55.56"
"HINDUNILVR","EQ","18-Dec-2019","       1961.35","       1960.00","       1966.60","       1907.35","       1929.80","       1928.55","       1922.57","    3986106","          7663549648.30","     220913","    2203828","         55.29"
"HINDUNILVR","EQ","19-Dec-2019","       1928.55","       1931.90","       1966.40","       1930.05","       1947.75","       1951.10","       1952.06","    2035095","          3972619517.70","      97816","     999814","         49.13"
"HINDUNILVR","EQ","20-Dec-2019","       1951.10","       1950.00","       1959.90","       1931.45","       1950.00","       1943.10","       1946.44","    2169685","          4223166610.70","      82176","    1365055","         62.91"
"HINDUNILVR","EQ","23-Dec-2019","       1943.10","       1949.25","       1962.00","       1944.40","       1950.00","       1950.40","       1951.53","     807062","          1575006079.35","      38665","     433364","         53.70"
"HINDUNILVR","EQ","24-Dec-2019","       1950.40","       1952.00","       1964.80","       1940.40","       1946.50","       1946.40","       1952.38","     790621","          1543591573.00","      45173","     321351","         40.65"
"HINDUNILVR","EQ","26-Dec-2019","       1946.40","       1950.80","       1954.25","       1938.50","       1943.80","       1944.95","       1945.35","     862164","          1677214206.95","      64995","     459757","         53.33"
"HINDUNILVR","EQ","27-Dec-2019","       1944.95","       1946.90","       1954.45","       1934.00","       1948.20","       1949.90","       1945.06","     937907","          1824285295.75","      59856","     578438","         61.67"
"HINDUNILVR","EQ","30-Dec-2019","       1949.90","       1949.90","       1954.25","       1927.50","       1939.15","       1937.25","       1937.89","    1117498","          2165586738.25","      72056","     686968","         61.47"
"HINDUNILVR","EQ","31-Dec-2019","       1937.25","       1940.00","       1946.60","       1920.10","       1920.30","       1923.00","       1931.11","     706593","          1364511820.75","      38262","     360392","         51.00"
"HINDUNILVR","EQ","01-Jan-2020","       1923.00","       1930.00","       1939.90","       1918.00","       1938.25","       1936.55","       1932.33","     543035","          1049322738.45","      26908","     238901","         43.99"
"HINDUNILVR","EQ","02-Jan-2020","       1936.55","       1940.00","       1952.60","       1930.00","       1941.00","       1938.05","       1939.45","     663275","          1286386216.40","      65620","     353768","         53.34"
"HINDUNILVR","EQ","03-Jan-2020","       1938.05","       1937.90","       1940.00","       1918.75","       1932.00","       1927.45","       1926.53","    1598825","          3080189230.05","      85043","    1117706","         69.91"
"HINDUNILVR","EQ","06-Jan-2020","       1927.45","       1927.35","       1929.40","       1911.25","       1918.50","       1915.45","       1917.28","     683129","          1309752442.40","      50595","     303870","         44.48"
"HINDUNILVR","EQ","07-Jan-2020","       1915.45","       1919.25","       1931.00","       1918.00","       1922.00","       1920.70","       1923.60","     808935","          1556069609.70","      49424","     458047","         56.62"
"HINDUNILVR","EQ","08-Jan-2020","       1920.70","       1910.00","       1936.05","       1906.45","       1932.00","       1929.35","       1919.71","    1889685","          3627646687.75","      75078","    1467833","         77.68"
"HINDUNILVR","EQ","09-Jan-2020","       1929.35","       1941.55","       1947.30","       1931.00","       1937.70","       1935.05","       1938.35","    1544334","          2993460858.35","     110313","    1149427","         74.43"
"HINDUNILVR","EQ","10-Jan-2020","       1935.05","       1940.90","       1957.50","       1931.65","       1955.50","       1954.00","       1946.83","    1003336","          1953325015.35","      75262","     617533","         61.55"
"HINDUNILVR","EQ","13-Jan-2020","       1954.00","       1961.00","       1997.85","       1957.00","       1994.90","       1994.85","       1981.57","    2040089","          4042588264.25","      98419","    1223943","         59.99"
"HINDUNILVR","EQ","14-Jan-2020","       1994.85","       1995.50","       2014.95","       1982.40","       2013.00","       2008.80","       2002.80","    1610737","          3225984397.55","      94942","    1003279","         62.29"
"HINDUNILVR","EQ","15-Jan-2020","       2008.80","       2011.15","       2027.00","       1997.35","       2017.40","       2021.65","       2009.87","    1559491","          3134381831.65","      62989","    1213624","         77.82"
"HINDUNILVR","EQ","16-Jan-2020","       2021.65","       2022.00","       2054.70","       2016.10","       2046.00","       2049.25","       2042.58","    2468958","          5043041755.90","     117361","    1775070","         71.90"
"HINDUNILVR","EQ","17-Jan-2020","       2049.25","       2055.00","       2063.90","       2040.05","       2061.95","       2060.30","       2056.36","     994719","          2045501347.85","      61520","     670916","         67.45"
"HINDUNILVR","EQ","20-Jan-2020","       2060.30","       2060.50","       2075.90","       2050.00","       2066.05","       2062.85","       2061.40","     829399","          1709723289.00","      48931","     452810","         54.59"
"HINDUNILVR","EQ","21-Jan-2020","       2062.85","       2059.75","       2075.00","       2052.15","       2062.00","       2055.40","       2058.97","     750000","          1544227935.70","      54424","     439704","         58.63"
"HINDUNILVR","EQ","22-Jan-2020","       2055.40","       2063.00","       2063.50","       2027.20","       2051.90","       2051.70","       2045.32","     983169","          2010891145.00","      70960","     544995","         55.43"
"HINDUNILVR","EQ","23-Jan-2020","       2051.70","       2051.75","       2060.85","       2035.00","       2057.00","       2056.90","       2047.01","     708017","          1449315965.25","      42076","     425206","         60.06"
"HINDUNILVR","EQ","24-Jan-2020","       2056.90","       2057.00","       2079.00","       2050.05","       2072.70","       2073.70","       2072.14","     914993","          1895995802.25","      50498","     545886","         59.66"
"HINDUNILVR","EQ","27-Jan-2020","       2073.70","       2066.00","       2068.75","       2056.75","       2062.95","       2061.35","       2062.30","     429312","           885369705.75","      31957","     253671","         59.09"
"HINDUNILVR","EQ","28-Jan-2020","       2061.35","       2062.00","       2065.00","       2042.70","       2060.00","       2060.60","       2057.12","     777052","          1598486249.80","      82900","     517179","         66.56"
"HINDUNILVR","EQ","29-Jan-2020","       2060.60","       2062.05","       2085.80","       2062.05","       2070.00","       2074.20","       2075.95","     873433","          1813205650.20","      73343","     425200","         48.68"
"HINDUNILVR","EQ","30-Jan-2020","       2074.20","       2074.90","       2078.00","       2049.45","       2052.00","       2058.10","       2062.22","     952768","          1964812541.95","      67960","     706405","         74.14"
"HINDUNILVR","EQ","31-Jan-2020","       2058.10","       2064.00","       2068.25","       2020.05","       2038.90","       2034.25","       2039.71","    1930834","          3938348453.70","      79082","    1147755","         59.44"
"HINDUNILVR","EQ","01-Feb-2020","       2034.25","       2049.35","       2096.00","       2030.05","       2074.00","       2074.90","       2074.27","    2666062","          5530141097.95","     113126","     913516","         34.26"
"HINDUNILVR","EQ","03-Feb-2020","       2074.90","       2074.90","       2195.55","       2074.90","       2175.00","       2178.95","       2162.00","    4012542","          8675122902.05","     180842","    1556723","         38.80"
"HINDUNILVR","EQ","04-Feb-2020","       2178.95","       2177.00","       2204.20","       2140.00","       2160.00","       2155.60","       2167.76","    1932121","          4188373490.40","      94066","     917894","         47.51"
"HINDUNILVR","EQ","05-Feb-2020","       2155.60","       2167.40","       2184.00","       2153.90","       2159.30","       2160.30","       2164.44","    1514368","          3277758067.65","      87356","     885125","         58.45"
"HINDUNILVR","EQ","06-Feb-2020","       2160.30","       2166.00","       2196.25","       2134.05","       2160.00","       2156.40","       2165.81","    1302116","          2820130233.55","      60068","     681209","         52.32"
"HINDUNILVR","EQ","07-Feb-2020","       2156.40","       2165.00","       2172.00","       2141.60","       2161.00","       2159.95","       2154.08","     908152","          1956233853.00","      44179","     555973","         61.22"
"HINDUNILVR","EQ","10-Feb-2020","       2159.95","       2160.10","       2189.55","       2151.70","       2161.85","       2159.30","       2163.34","    1389847","          3006710413.65","      47651","     702041","         50.51"
"HINDUNILVR","EQ","11-Feb-2020","       2159.30","       2169.00","       2179.65","       2147.70","       2153.85","       2152.65","       2162.04","     777506","          1680999004.00","      54049","     451238","         58.04"
"HINDUNILVR","EQ","12-Feb-2020","       2152.65","       2157.10","       2272.00","       2155.00","       2262.00","       2260.35","       2248.70","    4753325","         10688782564.35","     216884","    2053391","         43.20"
"HINDUNILVR","EQ","13-Feb-2020","       2260.35","       2256.00","       2288.95","       2233.05","       2284.00","       2283.40","       2267.82","    2950407","          6690977278.25","      97853","    1779599","         60.32"
"HINDUNILVR","EQ","14-Feb-2020","       2283.40","       2273.00","       2297.60","       2246.25","       2254.00","       2255.05","       2271.50","    1728651","          3926628725.80","      73086","     978129","         56.58"
"HINDUNILVR","EQ","17-Feb-2020","       2255.05","       2248.00","       2289.00","       2243.20","       2254.05","       2252.60","       2262.44","    1420851","          3214583356.70","      62176","     745987","         52.50"
"HINDUNILVR","EQ","18-Feb-2020","       2252.60","       2252.60","       2262.95","       2222.10","       2241.50","       2234.40","       2231.34","    1194605","          2665573981.85","      36111","     755352","         63.23"
"HINDUNILVR","EQ","19-Feb-2020","       2234.40","       2250.20","       2308.20","       2241.25","       2296.00","       2292.15","       2280.67","    1299800","          2964409522.30","      87008","     539953","         41.54"
"HINDUNILVR","EQ","20-Feb-2020","       2292.15","       2282.20","       2289.95","       2242.50","       2251.00","       2248.25","       2262.92","    1555224","          3519346886.90","      94457","     979287","         62.97"
"HINDUNILVR","EQ","24-Feb-2020","       2248.25","       2236.80","       2262.00","       2210.10","       2217.00","       2215.15","       2232.31","    1409245","          3145868019.15","      75116","     787329","         55.87"
"HINDUNILVR","EQ","25-Feb-2020","       2215.15","       2239.90","       2279.70","       2225.75","       2231.20","       2233.60","       2248.21","    2237493","          5030364891.00","      94865","    1051416","         46.99"
"HINDUNILVR","EQ","26-Feb-2020","       2233.60","       2238.80","       2255.70","       2202.35","       2233.00","       2236.20","       2243.92","    2896154","          6498738391.55","     106783","    1965964","         67.88"
"HINDUNILVR","EQ","27-Feb-2020","       2236.20","       2241.95","       2259.70","       2200.00","       2248.35","       2254.95","       2228.27","    2446802","          5452139601.75","     128902","    1417049","         57.91"
"HINDUNILVR","EQ","28-Feb-2020","       2254.95","       2191.10","       2229.40","       2155.00","       2182.00","       2174.75","       2184.59","    3837330","          8382973584.30","     167111","    2519490","         65.66"
"HINDUNILVR","EQ","02-Mar-2020","       2174.75","       2190.00","       2241.95","       2141.85","       2167.90","       2159.45","       2185.42","    1707337","          3731250747.00","      83077","     856781","         50.18"
"HINDUNILVR","EQ","03-Mar-2020","       2159.45","       2171.90","       2189.60","       2141.70","       2178.65","       2166.65","       2170.25","    1753148","          3804768426.00","     110315","    1051465","         59.98"
"HINDUNILVR","EQ","04-Mar-2020","       2166.65","       2179.00","       2185.05","       2152.00","       2180.90","       2175.85","       2167.29","    1515878","          3285344751.45","      69750","     899835","         59.36"
"HINDUNILVR","EQ","05-Mar-2020","       2175.85","       2185.00","       2258.65","       2181.85","       2224.00","       2218.00","       2232.59","    2272645","          5073883386.95","     142099","     919236","         40.45"
"HINDUNILVR","EQ","06-Mar-2020","       2218.00","       2185.00","       2250.00","       2159.25","       2172.10","       2188.90","       2194.32","    2479414","          5440619800.85","     122964","    1160909","         46.82"
"HINDUNILVR","EQ","09-Mar-2020","       2188.90","       2140.00","       2169.60","       2112.00","       2135.00","       2121.50","       2135.15","    2485208","          5306293896.05","     109512","    1578931","         63.53"
"HINDUNILVR","EQ","11-Mar-2020","       2121.50","       2066.00","       2169.45","       2066.00","       2155.05","       2155.00","       2128.68","    2861649","          6091542157.90","     126457","    1514078","         52.91"
"HINDUNILVR","EQ","12-Mar-2020","       2155.00","       2102.40","       2123.00","       2031.65","       2074.00","       2055.95","       2077.96","    3655792","          7596600467.60","     161111","    2258833","         61.79"
"HINDUNILVR","EQ","13-Mar-2020","       2055.95","       1970.00","       2120.00","       1888.10","       2045.00","       2033.20","       2028.73","    3667035","          7439427360.25","     199161","    1821253","         49.67"
"HINDUNILVR","EQ","16-Mar-2020","       2033.20","       2000.00","       2039.20","       1933.90","       1938.00","       1941.90","       1970.41","    2948704","          5810144887.40","     157351","    1632400","         55.36"
"HINDUNILVR","EQ","17-Mar-2020","       1941.90","       1955.55","       2088.00","       1951.95","       2001.95","       2004.05","       2029.92","    3732415","          7576485956.95","     216826","    1935531","         51.86"
"HINDUNILVR","EQ","18-Mar-2020","       2004.05","       2034.05","       2063.80","       1909.35","       1930.00","       1923.80","       1989.17","    3911480","          7780602600.60","     276097","    2006314","         51.29"
"HINDUNILVR","EQ","19-Mar-2020","       1923.80","       1894.30","       1899.00","       1757.30","       1855.00","       1838.30","       1828.49","    5095023","          9316181144.15","     213980","    2761909","         54.21"
"HINDUNILVR","EQ","20-Mar-2020","       1838.30","       1850.00","       2078.90","       1850.00","       2075.00","       2051.70","       1999.99","    4252263","          8504478841.30","     192288","    2236926","         52.61"
"HINDUNILVR","EQ","23-Mar-2020","       2051.70","       1950.00","       1985.05","       1850.00","       1868.85","       1869.70","       1897.92","    3574682","          6784451000.50","     207403","    2186742","         61.17"
"HINDUNILVR","EQ","24-Mar-2020","       1869.70","       1975.00","       2070.95","       1930.00","       2011.00","       2027.85","       2015.30","    5789906","         11668418941.85","     231906","    3384878","         58.46"
