"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"BRITANNIA","EQ","07-Feb-2020","       3252.20","       3256.00","       3296.00","       3237.10","       3249.95","       3251.40","       3262.66","     450061","          1468398077.35","      29339","     191895","         42.64"
"BRITANNIA","N2","07-Feb-2020","         31.96","         31.51","         32.15","         31.51","         31.80","         31.81","         31.82","      10043","              319541.47","        100","       5611","         55.87"
"BRITANNIA","EQ","10-Feb-2020","       3251.40","       3270.00","       3280.00","       3125.00","       3155.00","       3155.60","       3170.27","     969115","          3072354410.40","      71499","     314287","         32.43"
"BRITANNIA","N2","10-Feb-2020","         31.81","         32.20","         32.20","         31.52","         31.99","         31.95","         31.86","     538392","            17155829.81","        238","     538386","        100.00"
"BRITANNIA","EQ","11-Feb-2020","       3155.60","       3179.95","       3198.80","       3124.20","       3133.00","       3134.70","       3151.45","     507516","          1599408948.25","      37010","     215991","         42.56"
"BRITANNIA","N2","11-Feb-2020","         31.95","         31.51","         31.99","         31.51","         31.93","         31.93","         31.93","       7517","              239997.17","        106","       7341","         97.66"
"BRITANNIA","EQ","12-Feb-2020","       3134.70","       3124.20","       3209.00","       3124.20","       3134.70","       3136.80","       3164.92","     669153","          2117814727.10","      39756","     284213","         42.47"
"BRITANNIA","N2","12-Feb-2020","         31.93","         32.00","         32.10","         31.56","         31.97","         31.96","         31.95","      69967","             2235277.43","        164","      64341","         91.96"
"BRITANNIA","EQ","13-Feb-2020","       3136.80","       3132.00","       3143.65","       3105.20","       3129.65","       3135.20","       3122.24","     319421","           997309931.20","      25248","     139546","         43.69"
"BRITANNIA","N2","13-Feb-2020","         31.96","         31.70","         32.19","         31.70","         31.95","         32.01","         31.90","      23148","              738471.18","         98","      23100","         99.79"
"BRITANNIA","EQ","14-Feb-2020","       3135.20","       3116.00","       3159.00","       3090.30","       3095.00","       3096.65","       3117.43","     270506","           843284063.40","      22403","     120539","         44.56"
"BRITANNIA","N2","14-Feb-2020","         32.01","         31.70","         32.19","         31.70","         32.00","         31.96","         31.92","       4867","              155354.84","        102","       4739","         97.37"
"BRITANNIA","EQ","17-Feb-2020","       3096.65","       3095.00","       3112.30","       3072.05","       3087.25","       3084.10","       3092.32","     224912","           695500833.25","      33675","     106793","         47.48"
"BRITANNIA","N2","17-Feb-2020","         31.96","         31.70","         32.00","         31.70","         31.93","         31.92","         31.88","       3121","               99495.89","         97","       2760","         88.43"
"BRITANNIA","EQ","18-Feb-2020","       3084.10","       3080.00","       3080.00","       3020.00","       3075.00","       3066.45","       3045.67","     453173","          1380217315.25","      38857","     215404","         47.53"
"BRITANNIA","N2","18-Feb-2020","         31.92","         31.55","         31.99","         31.55","         31.96","         31.96","         31.96","      18263","              583642.92","         73","      18200","         99.66"
"BRITANNIA","EQ","19-Feb-2020","       3066.45","       3082.10","       3111.00","       3040.00","       3088.10","       3082.25","       3074.66","     462922","          1423328444.25","      38284","     195693","         42.27"
"BRITANNIA","N2","19-Feb-2020","         31.96","         31.75","         32.15","         31.75","         31.95","         31.94","         31.89","       9385","              299297.89","         75","       9322","         99.33"
"BRITANNIA","EQ","20-Feb-2020","       3082.25","       3079.80","       3123.45","       3052.25","       3060.00","       3059.40","       3084.21","     270720","           834957160.50","      16903","      98417","         36.35"
"BRITANNIA","N2","20-Feb-2020","         31.94","         31.90","         32.00","         31.71","         31.92","         31.92","         31.87","      10787","              343771.21","        105","      10776","         99.90"
"BRITANNIA","EQ","24-Feb-2020","       3059.40","       3059.00","       3065.00","       3005.00","       3026.00","       3036.20","       3042.64","     427352","          1300279489.25","      34505","     252960","         59.19"
"BRITANNIA","N2","24-Feb-2020","         31.92","         31.70","         32.15","         31.60","         31.90","         31.98","         31.91","      33028","             1053868.46","         74","      33005","         99.93"
"BRITANNIA","EQ","25-Feb-2020","       3036.20","       3040.00","       3078.00","       3018.00","       3025.10","       3033.55","       3042.96","     350415","          1066299438.35","      19502","     169297","         48.31"
"BRITANNIA","N2","25-Feb-2020","         31.98","         31.60","         32.05","         31.60","         32.02","         32.02","         32.00","     997599","            31923164.77","         83","     997597","        100.00"
"BRITANNIA","EQ","26-Feb-2020","       3033.55","       3025.10","       3069.90","       3016.70","       3037.00","       3041.35","       3045.94","     366302","          1115732779.25","      23858","     156408","         42.70"
"BRITANNIA","N2","26-Feb-2020","         32.02","         31.98","         32.02","         31.90","         31.92","         31.98","         32.00","      11401","              364783.97","         98","      11400","         99.99"
"BRITANNIA","EQ","27-Feb-2020","       3041.35","       3036.95","       3100.00","       2960.00","       3099.95","       3026.05","       3004.91","     652385","          1960357963.35","      56424","     354655","         54.36"
"BRITANNIA","N2","27-Feb-2020","         31.98","         31.76","         32.10","         31.76","         31.97","         31.97","         31.97","      13824","              441962.74","        209","      13624","         98.55"
"BRITANNIA","EQ","28-Feb-2020","       3026.05","       2983.00","       3020.00","       2917.00","       2962.00","       2970.20","       2957.70","     619510","          1832325760.75","      58671","     288978","         46.65"
"BRITANNIA","N2","28-Feb-2020","         31.97","         31.51","         32.05","         31.51","         32.00","         31.99","         31.97","      31276","              999753.26","        144","      31086","         99.39"
"BRITANNIA","EQ","02-Mar-2020","       2970.20","       2995.00","       3053.95","       2925.00","       2975.00","       2949.10","       2985.44","     348147","          1039371445.65","      29275","     123691","         35.53"
"BRITANNIA","N2","02-Mar-2020","         31.99","         31.91","         32.19","         31.91","         32.00","         32.00","         32.03","       8403","              269158.01","         92","       8258","         98.27"
"BRITANNIA","EQ","03-Mar-2020","       2949.10","       2970.00","       3045.50","       2965.00","       3041.95","       3026.50","       3008.76","     399770","          1202811620.90","      39729","     157584","         39.42"
"BRITANNIA","N2","03-Mar-2020","         32.00","         31.80","         32.10","         31.80","         32.00","         32.00","         32.01","       6093","              195025.04","        114","       5990","         98.31"
"BRITANNIA","EQ","04-Mar-2020","       3026.50","       3048.00","       3080.00","       3028.00","       3063.15","       3063.05","       3053.61","     368498","          1125249174.80","      32046","     128308","         34.82"
"BRITANNIA","N2","04-Mar-2020","         32.00","         32.00","         32.15","         31.88","         32.01","         32.01","         31.98","       7669","              245280.47","         94","       7563","         98.62"
"BRITANNIA","EQ","05-Mar-2020","       3063.05","       3082.60","       3165.00","       3076.10","       3124.35","       3127.15","       3134.19","     720100","          2256933055.25","      58065","     256911","         35.68"
"BRITANNIA","N2","05-Mar-2020","         32.01","         32.01","         32.25","         31.70","         32.05","         32.10","         32.02","      98335","             3148699.28","        106","      98000","         99.66"
"BRITANNIA","EQ","06-Mar-2020","       3127.15","       3084.90","       3100.00","       3013.25","       3077.75","       3081.40","       3061.07","     593374","          1816361924.60","      48018","     291349","         49.10"
"BRITANNIA","N2","06-Mar-2020","         32.10","         31.00","         32.20","         31.00","         32.02","         32.11","         32.00","       6026","              192814.64","         97","       5805","         96.33"
"BRITANNIA","EQ","09-Mar-2020","       3081.40","       3045.00","       3061.80","       2968.50","       2999.85","       2996.50","       3000.29","     607257","          1821949622.80","      58705","     312279","         51.42"
"BRITANNIA","N2","09-Mar-2020","         32.11","         31.51","         32.17","         31.51","         32.05","         32.05","         32.04","      22732","              728432.36","        162","      22588","         99.37"
"BRITANNIA","EQ","11-Mar-2020","       2996.50","       2982.20","       3065.90","       2944.10","       3059.90","       3048.30","       3010.07","     534597","          1609172117.25","      46397","     276315","         51.69"
"BRITANNIA","N2","11-Mar-2020","         32.05","         31.55","         32.17","         31.55","         32.05","         32.05","         32.05","       9904","              317421.05","         88","       9887","         99.83"
"BRITANNIA","EQ","12-Mar-2020","       3048.30","       2945.00","       2968.95","       2785.05","       2813.75","       2810.65","       2851.32","     774263","          2207673544.00","      76812","     328906","         42.48"
"BRITANNIA","N2","12-Mar-2020","         32.05","         31.15","         32.14","         31.15","         32.01","         32.01","         32.01","      58176","             1861966.77","        153","      57669","         99.13"
"BRITANNIA","EQ","13-Mar-2020","       2810.65","       2700.00","       3049.90","       2410.00","       2758.80","       2763.60","       2776.04","    1108162","          3076304341.55","     101419","     561016","         50.63"
"BRITANNIA","N2","13-Mar-2020","         32.01","         31.15","         32.40","         30.25","         32.00","         32.25","         31.48","     116295","             3661154.79","        210","     107424","         92.37"
"BRITANNIA","EQ","16-Mar-2020","       2763.60","       2704.80","       2744.65","       2602.05","       2700.50","       2709.00","       2694.51","     791034","          2131451180.25","      84360","     451900","         57.13"
"BRITANNIA","N2","16-Mar-2020","         32.25","         32.20","         32.20","         31.35","         31.76","         31.86","         31.77","      39151","             1243871.67","        131","      38731","         98.93"
"BRITANNIA","EQ","17-Mar-2020","       2709.00","       2720.00","       2795.75","       2669.05","       2704.95","       2686.00","       2719.11","     567266","          1542460021.00","      57590","     271225","         47.81"
"BRITANNIA","N2","17-Mar-2020","         31.86","         32.20","         32.20","         31.50","         31.75","         31.75","         31.75","       6128","              194567.43","        101","       5641","         92.05"
"BRITANNIA","EQ","18-Mar-2020","       2686.00","       2728.00","       2744.95","       2480.00","       2522.00","       2501.95","       2592.57","     649481","          1683824971.10","      72279","     330463","         50.88"
"BRITANNIA","N2","18-Mar-2020","         31.75","         31.31","         31.85","         31.31","         31.40","         31.34","         31.36","    3754737","           117763456.24","        151","    3754355","         99.99"
"BRITANNIA","EQ","19-Mar-2020","       2501.95","       2389.00","       2404.00","       2260.00","       2318.20","       2318.15","       2329.17","     786857","          1832721102.55","      86364","     349735","         44.45"
"BRITANNIA","N2","19-Mar-2020","         31.34","         31.31","         31.74","         30.61","         31.30","         31.30","         31.31","      65232","             2042461.51","        156","      64368","         98.68"
"BRITANNIA","EQ","20-Mar-2020","       2318.15","       2341.30","       2500.90","       2294.25","       2455.80","       2467.80","       2419.68","     742455","          1796505183.10","      53814","     308955","         41.61"
"BRITANNIA","N2","20-Mar-2020","         31.30","         31.26","         31.50","         31.26","         31.37","         31.37","         31.40","      44641","             1401659.95","        112","      44538","         99.77"
"BRITANNIA","EQ","23-Mar-2020","       2467.80","       2300.00","       2422.40","       2100.00","       2156.90","       2137.85","       2242.19","     613493","          1375568619.90","      62494","     344902","         56.22"
"BRITANNIA","N2","23-Mar-2020","         31.37","         30.55","         31.35","         30.55","         31.20","         31.20","         31.15","      43160","             1344420.07","        149","      39565","         91.67"
"BRITANNIA","EQ","24-Mar-2020","       2137.85","       2117.00","       2450.00","       2111.90","       2390.00","       2364.70","       2346.89","     929170","          2180662416.90","     109412","     326277","         35.11"
"BRITANNIA","N2","24-Mar-2020","         31.20","         30.71","         31.85","         30.71","         31.17","         31.17","         31.14","       5905","              183888.44","         91","       5217","         88.35"
"HCC","EQ","27-Mar-2017","         39.65","         39.55","         39.70","         39.05","         39.10","         39.15","         39.29","    2405986","            94528667.90","       3811","    1500980","         62.39"
"HCC","EQ","28-Mar-2017","         39.15","         39.10","         39.55","         38.65","         38.95","         38.90","         39.12","    2297943","            89894091.30","       4565","    1195240","         52.01"
"HCC","EQ","29-Mar-2017","         38.90","         40.05","         40.30","         39.00","         39.15","         39.25","         39.78","    4465099","           177618943.30","      11311","    1919541","         42.99"
"HCC","EQ","30-Mar-2017","         39.25","         39.65","         39.90","         39.30","         39.65","         39.50","         39.63","    2406126","            95363351.50","       5151","    1094386","         45.48"
"HCC","EQ","31-Mar-2017","         39.50","         39.65","         39.95","         39.45","         39.50","         39.55","         39.65","    2301347","            91254813.20","       7347","    1046655","         45.48"
"HCC","EQ","03-Apr-2017","         39.55","         39.50","         41.50","         39.35","         40.50","         40.45","         40.53","    6231554","           252583050.10","      11763","    2999122","         48.13"
"HCC","EQ","05-Apr-2017","         40.45","         40.55","         42.50","         40.40","         42.35","         42.20","         41.75","   12241435","           511056273.90","      22921","    5723649","         46.76"
"HCC","EQ","06-Apr-2017","         42.20","         42.10","         43.30","         41.20","         42.15","         42.15","         42.34","    8086835","           342426766.00","      16126","    3326133","         41.13"
"HCC","EQ","07-Apr-2017","         42.15","         41.70","         42.30","         40.60","         40.85","         40.85","         41.51","    4122891","           171126214.35","       7745","    1959321","         47.52"
"HCC","EQ","10-Apr-2017","         40.85","         40.95","         41.75","         40.55","         41.35","         41.35","         41.15","    3199256","           131658497.70","       7191","    1126178","         35.20"
"HCC","EQ","11-Apr-2017","         41.35","         41.15","         43.15","         41.00","         42.60","         42.80","         42.30","    8081576","           341861411.05","      14126","    2937588","         36.35"
"HCC","EQ","12-Apr-2017","         42.80","         42.60","         42.80","         40.60","         41.20","         41.20","         41.42","    5459799","           226139642.95","      12278","    2013769","         36.88"
"HCC","EQ","13-Apr-2017","         41.20","         40.70","         41.70","         40.70","         41.10","         41.05","         41.25","    3611837","           148970410.40","       7645","    1166782","         32.30"
"HCC","EQ","17-Apr-2017","         41.05","         41.15","         41.80","         40.30","         41.25","         41.30","         41.23","    4738069","           195335569.50","       9401","    1339115","         28.26"
"HCC","EQ","18-Apr-2017","         41.30","         41.40","         43.50","         41.05","         41.30","         41.25","         42.43","   14816917","           628750230.70","      26822","    4223420","         28.50"
"HCC","EQ","19-Apr-2017","         41.25","         41.25","         44.60","         41.25","         44.40","         44.20","         43.34","   26346342","          1141862897.90","      44347","    8092837","         30.72"
"HCC","EQ","20-Apr-2017","         44.20","         44.55","         45.65","         43.60","         44.00","         44.05","         44.56","   16998435","           757477096.35","      29847","    5245993","         30.86"
"HCC","EQ","21-Apr-2017","         44.05","         44.30","         44.75","         42.90","         43.60","         43.60","         43.90","    7621622","           334553633.55","      15771","    2555942","         33.54"
"HCC","EQ","24-Apr-2017","         43.60","         43.90","         46.20","         43.75","         45.80","         45.90","         45.36","   21214768","           962352377.90","      43630","    8223260","         38.76"
"HCC","EQ","25-Apr-2017","         45.90","         46.55","         48.10","         46.55","         47.20","         47.30","         47.29","   20337217","           961718495.15","      46717","    7800229","         38.35"
"HCC","EQ","26-Apr-2017","         47.30","         47.50","         47.65","         45.00","         46.20","         46.05","         46.12","    7917447","           365154446.30","      20350","    3067623","         38.75"
"HCC","EQ","27-Apr-2017","         46.05","         46.00","         46.15","         45.30","         45.90","         45.80","         45.72","    3499150","           159982614.10","      10015","    1252812","         35.80"
"HCC","EQ","28-Apr-2017","         45.80","         46.75","         47.30","         46.05","         46.60","         46.55","         46.66","    6420407","           299601569.75","      17385","    2656214","         41.37"
"HCC","EQ","02-May-2017","         46.55","         47.00","         47.15","         45.20","         45.70","         45.80","         45.92","    4194214","           192587760.15","      12488","    1896559","         45.22"
"HCC","EQ","03-May-2017","         45.80","         46.00","         47.10","         45.20","         46.20","         46.35","         46.16","    6174655","           285028062.95","      14964","    2072830","         33.57"
"HCC","EQ","04-May-2017","         46.35","         46.40","         46.90","         45.65","         46.45","         46.45","         46.26","    5469188","           253020136.35","      17624","    2320112","         42.42"
"HCC","EQ","05-May-2017","         46.45","         45.40","         45.40","         42.60","         42.70","         42.80","         43.64","   11538524","           503593695.70","      26215","    5246922","         45.47"
"HCC","EQ","08-May-2017","         42.80","         43.00","         43.55","         42.50","         42.90","         42.90","         43.02","    4093822","           176103500.30","       8959","    1561923","         38.15"
"HCC","EQ","09-May-2017","         42.90","         43.00","         43.25","         42.10","         42.40","         42.35","         42.74","    3137365","           134104479.00","      11068","    1489551","         47.48"
"HCC","EQ","10-May-2017","         42.35","         42.70","         43.65","         42.50","         43.45","         43.50","         43.15","    4080064","           176071895.60","      10846","    1820657","         44.62"
"HCC","EQ","11-May-2017","         43.50","         43.70","         45.10","         43.70","         44.40","         44.35","         44.55","    7768733","           346125169.55","      15441","    3858782","         49.67"
"HCC","EQ","12-May-2017","         44.35","         44.70","         45.10","         43.30","         44.90","         44.80","         44.40","    5486644","           243609392.20","      16242","    2231676","         40.67"
"HCC","EQ","15-May-2017","         44.80","         44.95","         45.25","         44.15","         44.40","         44.55","         44.65","    3399140","           151783427.85","       8284","    1422896","         41.86"
"HCC","EQ","16-May-2017","         44.55","         45.00","         45.90","         44.75","         45.00","         44.90","         45.16","    6453919","           291462165.75","      14725","    2789128","         43.22"
"HCC","EQ","17-May-2017","         44.90","         44.30","         46.70","         43.65","         46.70","         45.90","         45.37","   11247016","           510324848.60","      18840","    4175799","         37.13"
"HCC","EQ","18-May-2017","         45.90","         46.00","         46.70","         43.90","         44.00","         44.15","         45.44","   10947972","           497452592.85","      24279","    4338880","         39.63"
"HCC","EQ","19-May-2017","         44.15","         45.40","         45.45","         43.60","         44.00","         44.05","         44.48","    5216830","           232023773.85","      10722","    2016860","         38.66"
"HCC","EQ","22-May-2017","         44.05","         44.50","         44.85","         43.30","         43.50","         43.60","         43.96","    5192845","           228301736.10","      11425","    1206107","         23.23"
"HCC","EQ","23-May-2017","         43.60","         43.95","         43.95","         40.80","         41.00","         41.10","         41.56","    5634385","           234161535.55","      18108","    2251160","         39.95"
"HCC","EQ","24-May-2017","         41.10","         40.80","         41.00","         38.20","         38.65","         38.60","         39.44","    7128405","           281142889.30","      18404","    3044861","         42.71"
"HCC","EQ","25-May-2017","         38.60","         39.30","         41.85","         38.80","         41.85","         41.45","         40.29","    5383943","           216942952.65","      12840","    2121076","         39.40"
"HCC","EQ","26-May-2017","         41.45","         41.75","         43.60","         41.55","         42.80","         42.70","         42.69","   13184461","           562870003.60","      20525","    5449825","         41.34"
"HCC","EQ","29-May-2017","         42.70","         42.80","         42.95","         40.30","         40.45","         40.45","         41.31","    4930957","           203714503.25","      11031","    1744115","         35.37"
"HCC","EQ","30-May-2017","         40.45","         39.90","         40.25","         38.80","         39.90","         39.70","         39.45","    5142327","           202882134.55","      12219","    1431681","         27.84"
"HCC","EQ","31-May-2017","         39.70","         40.00","         41.00","         39.75","         40.15","         40.20","         40.29","    3691263","           148719956.85","       9359","    1290177","         34.95"
"HCC","EQ","01-Jun-2017","         40.20","         40.00","         41.45","         39.50","         41.25","         41.15","         40.79","    4503862","           183722530.45","      10507","    1618654","         35.94"
"HCC","EQ","02-Jun-2017","         41.15","         41.00","         46.00","         40.65","         43.85","         43.70","         44.06","   25717128","          1132979017.45","      52145","    5983431","         23.27"
"HCC","EQ","05-Jun-2017","         43.70","         43.50","         43.95","         42.75","         43.25","         43.15","         43.32","    4280471","           185448881.35","      11423","    1101432","         25.73"
"HCC","EQ","06-Jun-2017","         43.15","         43.30","         43.65","         42.00","         42.30","         42.40","         42.67","    3606736","           153890662.00","       7815","    1172455","         32.51"
"HCC","EQ","07-Jun-2017","         42.40","         42.50","         43.95","         42.10","         43.65","         43.55","         43.09","    4409234","           189975116.40","      11031","    1272369","         28.86"
"HCC","EQ","08-Jun-2017","         43.55","         43.80","         43.80","         42.50","         42.75","         42.65","         42.81","    2905220","           124376637.60","       6963","     935887","         32.21"
"HCC","EQ","09-Jun-2017","         42.65","         42.60","         44.25","         41.85","         43.60","         43.75","         43.26","    7163345","           309904883.45","      16130","    1788830","         24.97"
"HCC","EQ","12-Jun-2017","         43.75","         43.00","         44.10","         42.40","         42.70","         42.70","         43.21","    4521306","           195360602.40","      11847","    1089274","         24.09"
"HCC","EQ","13-Jun-2017","         42.70","         42.75","         43.30","         42.15","         42.25","         42.50","         42.84","    2691023","           115291563.95","       6610","    1032535","         38.37"
"HCC","EQ","14-Jun-2017","         42.50","         42.50","         42.60","         41.20","         41.75","         41.80","         41.79","    4090761","           170946424.55","      10234","    1270378","         31.05"
"HCC","EQ","15-Jun-2017","         41.80","         41.50","         42.35","         41.25","         41.75","         41.70","         41.70","    3426423","           142893322.50","       7682","    1144257","         33.40"
"HCC","EQ","16-Jun-2017","         41.70","         42.00","         42.40","         41.40","         41.55","         41.55","         41.82","    2511402","           105014754.45","       6236","     989514","         39.40"
"HCC","EQ","19-Jun-2017","         41.55","         41.75","         41.90","         40.65","         40.95","         40.90","         41.26","    2875279","           118621350.85","       6107","    1117052","         38.85"
"HCC","EQ","20-Jun-2017","         40.90","         41.25","         41.25","         40.60","         40.85","         40.75","         40.89","    1905041","            77906492.00","       3843","     819641","         43.02"
"HCC","EQ","21-Jun-2017","         40.75","         40.70","         42.00","         40.25","         41.45","         41.50","         41.46","    4578854","           189842364.65","      11765","    1401572","         30.61"
"HCC","EQ","22-Jun-2017","         41.50","         41.90","         42.45","         40.60","         40.90","         40.85","         41.62","    4146736","           172588765.50","       8095","    1163084","         28.05"
"HCC","EQ","23-Jun-2017","         40.85","         41.00","         41.20","         39.70","         39.90","         39.85","         40.14","    3571050","           143359771.35","       7891","    1380383","         38.65"
"HCC","EQ","27-Jun-2017","         39.85","         40.00","         40.25","         38.60","         39.00","         39.00","         39.26","    2827154","           110988373.90","       7254","    1071356","         37.90"
"HCC","EQ","28-Jun-2017","         39.00","         39.40","         39.75","         38.50","         39.15","         39.25","         39.22","    3142235","           123250160.55","       6864","     725618","         23.09"
"HCC","EQ","29-Jun-2017","         39.25","         39.30","         40.00","         39.30","         39.75","         39.70","         39.69","    4509992","           179009486.95","      11209","    2077574","         46.07"
"HCC","EQ","30-Jun-2017","         39.70","         39.45","         39.65","         38.80","         39.15","         39.10","         39.17","    3765171","           147475758.45","       6925","    2059485","         54.70"
"HCC","EQ","03-Jul-2017","         39.10","         39.20","         40.90","         39.10","         40.70","         40.45","         40.21","    7551751","           303673333.35","      16113","    2125462","         28.15"
"HCC","EQ","04-Jul-2017","         40.45","         40.70","         41.20","         39.95","         41.00","         40.95","         40.72","    4618606","           188057863.35","       9901","    1302935","         28.21"
"HCC","EQ","05-Jul-2017","         40.95","         41.35","         41.90","         40.90","         41.35","         41.45","         41.45","    3945693","           163560448.15","       8077","    1250427","         31.69"
"HCC","EQ","06-Jul-2017","         41.45","         41.45","         42.35","         41.00","         41.05","         41.10","         41.69","    4040750","           168460381.95","      10371","    1647726","         40.78"
"HCC","EQ","07-Jul-2017","         41.10","         41.00","         41.70","         40.55","         41.05","         41.15","         41.16","    3053611","           125676878.70","       6795","     966724","         31.66"
"HCC","EQ","10-Jul-2017","         41.15","         41.60","         42.00","         40.95","         41.45","         41.10","         41.25","     635667","            26224086.55","       1599","     262890","         41.36"
"HCC","EQ","11-Jul-2017","         41.10","         41.45","         41.45","         39.10","         39.50","         39.55","         40.16","    3442918","           138265590.30","       7240","    1496961","         43.48"
"HCC","EQ","12-Jul-2017","         39.55","         39.80","         40.80","         39.35","         40.35","         40.40","         40.25","    4647958","           187076351.25","       9975","    1386093","         29.82"
"HCC","EQ","13-Jul-2017","         40.40","         40.80","         40.85","         39.90","         40.05","         40.00","         40.27","    2285136","            92015706.15","       4627","     784941","         34.35"
"HCC","EQ","14-Jul-2017","         40.00","         40.80","         41.40","         40.40","         40.75","         40.70","         40.89","    6067942","           248130271.15","      12717","    1619844","         26.70"
"HCC","EQ","17-Jul-2017","         40.70","         40.70","         40.80","         40.00","         40.10","         40.15","         40.27","    2491321","           100318111.70","       4909","    1021796","         41.01"
"HCC","EQ","18-Jul-2017","         40.15","         40.00","         40.90","         39.60","         39.65","         39.75","         40.14","    3360025","           134858849.60","       6708","    1319246","         39.26"
"HCC","EQ","19-Jul-2017","         39.75","         39.95","         40.40","         39.85","         40.00","         40.00","         40.07","    2007686","            80448204.60","       4920","     805186","         40.11"
"HCC","EQ","20-Jul-2017","         40.00","         40.10","         41.00","         39.90","         40.30","         40.25","         40.41","    4575420","           184905170.10","       7716","    1156298","         25.27"
"HCC","EQ","21-Jul-2017","         40.25","         40.70","         40.85","         39.60","         40.05","         40.10","         40.29","    4087918","           164694450.85","       7519","    1280848","         31.33"
"HCC","EQ","24-Jul-2017","         40.10","         40.10","         43.10","         40.10","         42.30","         42.30","         42.03","   15686503","           659364046.65","      28681","    4948107","         31.54"
"HCC","EQ","25-Jul-2017","         42.30","         42.75","         42.75","         41.70","         42.10","         42.15","         42.16","    6739187","           284130383.70","      12699","    1810112","         26.86"
"HCC","EQ","26-Jul-2017","         42.15","         42.30","         42.70","         41.75","         41.95","         41.95","         42.18","    4015914","           169398946.20","       7305","    1268308","         31.58"
"HCC","EQ","27-Jul-2017","         41.95","         42.15","         42.30","         40.50","         40.90","         40.75","         41.33","    3953968","           163412864.10","       6885","    1496288","         37.84"
"HCC","EQ","28-Jul-2017","         40.75","         40.50","         42.00","         40.50","         41.50","         41.60","         41.52","    4403389","           182813390.75","       7713","    1408545","         31.99"
"HCC","EQ","31-Jul-2017","         41.60","         41.70","         41.75","         40.85","         40.95","         41.00","         41.28","    2580848","           106542099.50","       4539","    1170361","         45.35"
"HCC","EQ","01-Aug-2017","         41.00","         41.20","         41.65","         40.60","         40.75","         40.75","         40.96","    2589318","           106056171.90","       4064","     803099","         31.02"
"HCC","EQ","02-Aug-2017","         40.75","         41.15","         41.25","         40.25","         40.65","         40.85","         40.71","    3192453","           129976945.70","       5126","     706023","         22.12"
"HCC","EQ","03-Aug-2017","         40.85","         41.15","         42.45","         40.05","         40.35","         40.85","         41.37","   14049324","           581204560.35","      27981","    3204221","         22.81"
"HCC","EQ","04-Aug-2017","         40.85","         40.20","         41.20","         39.15","         39.45","         39.50","         39.89","    8004650","           319331533.00","      15197","    2371780","         29.63"
"HCC","EQ","07-Aug-2017","         39.50","         39.45","         40.55","         38.75","         39.40","         39.45","         39.80","    6557548","           261021022.50","      13385","    1772758","         27.03"
"HCC","EQ","08-Aug-2017","         39.45","         39.60","         39.90","         36.55","         36.75","         36.95","         38.18","    7674724","           292998153.85","      14439","    3448570","         44.93"
"HCC","EQ","09-Aug-2017","         36.95","         36.20","         36.25","         33.60","         34.75","         34.65","         34.82","   14272903","           496931893.90","      23894","    3820417","         26.77"
"HCC","EQ","10-Aug-2017","         34.65","         33.55","         35.80","         32.75","         34.30","         33.75","         34.48","   13143828","           453180622.65","      27937","    3986922","         30.33"
"HCC","EQ","11-Aug-2017","         33.75","         32.95","         34.45","         32.60","         33.80","         33.80","         33.58","    6038673","           202803549.75","      13850","    1968177","         32.59"
"HCC","EQ","14-Aug-2017","         33.80","         35.00","         35.35","         34.35","         35.10","         35.05","         34.78","    4978355","           173133804.35","       9844","    1867045","         37.50"
"HCC","EQ","16-Aug-2017","         35.05","         35.50","         36.10","         34.80","         35.85","         35.80","         35.53","    4130840","           146761528.60","       8465","    1133728","         27.45"
"HCC","EQ","17-Aug-2017","         35.80","         36.40","         36.60","         35.75","         35.80","         35.90","         36.15","    4416624","           159679099.65","       9057","    1521163","         34.44"
"HCC","EQ","18-Aug-2017","         35.90","         35.50","         35.60","         34.80","         34.85","         34.95","         35.19","    4772034","           167928337.60","       6756","    1334491","         27.96"
"HCC","EQ","21-Aug-2017","         34.95","         35.10","         35.20","         33.25","         33.70","         33.60","         34.39","    3402194","           117002188.45","       6421","    1312771","         38.59"
"HCC","EQ","22-Aug-2017","         33.60","         33.75","         34.20","         33.10","         33.45","         33.45","         33.50","    5418638","           181549376.40","       9368","    1072358","         19.79"
"HCC","EQ","23-Aug-2017","         33.45","         33.70","         34.45","         33.65","         34.40","         34.30","         34.04","    3498364","           119096409.40","       5985","    1286724","         36.78"
"HCC","EQ","24-Aug-2017","         34.30","         34.55","         34.80","         34.15","         34.45","         34.55","         34.56","    2166532","            74881390.95","       4945","     765247","         35.32"
"HCC","EQ","28-Aug-2017","         34.55","         34.80","         35.15","         34.50","         34.85","         34.80","         34.89","    1918055","            66923026.05","       3939","     748588","         39.03"
"HCC","EQ","29-Aug-2017","         34.80","         34.70","         35.05","         33.75","         33.85","         33.85","         34.28","    2135858","            73211971.95","       4283","     784954","         36.75"
"HCC","EQ","30-Aug-2017","         33.85","         34.30","         34.80","         34.15","         34.65","         34.55","         34.51","    2477037","            85485398.65","       3907","     613529","         24.77"
"HCC","EQ","31-Aug-2017","         34.55","         34.70","         35.00","         34.20","         34.85","         34.70","         34.56","    3536657","           122231044.95","       4498","     953623","         26.96"
